file_path,en_bytes,fr_bytes,es_bytes,de_bytes,pt_bytes,es_ratio,de_ratio,pt_ratio,status,priority
Dev/i18n/ReactNative/templates/hook.md,4695,4700,4702,4695,4740,1.00,1.00,1.01,ok,P3
Dev/i18n/ReactNative/checklists/refactoring.md,5881,6021,6343,6260,10204,1.08,1.06,1.74,ok,P3
Dev/i18n/ReactNative/checklists/pre-commit.md,2160,2381,2441,2389,6647,1.13,1.11,3.08,ok,P3
Dev/i18n/ReactNative/checklists/security.md,7037,7110,8074,7696,10574,1.15,1.09,1.50,ok,P3
Dev/i18n/ReactNative/checklists/new-feature.md,4381,4562,4926,4790,7935,1.12,1.09,1.81,ok,P3
Dev/i18n/ReactNative/rules/02-architecture.md,32116,32479,33057,32129,6767,1.03,1.00,0.21,size_gap,P3
Dev/i18n/ReactNative/rules/03-coding-standards.md,25358,25400,25849,25365,25704,1.02,1.00,1.01,ok,P3
Dev/i18n/ReactNative/rules/11-security-reactnative.md,15917,15917,16166,15917,16549,1.02,1.00,1.04,ok,P3
Dev/i18n/ReactNative/rules/12-performance.md,14339,14353,14548,14358,14785,1.01,1.00,1.03,ok,P3
Dev/i18n/ReactNative/rules/07-testing-reactnative.md,8693,8693,8811,8693,8772,1.01,1.00,1.01,ok,P3
Dev/i18n/ReactNative/rules/14-navigation.md,11394,11556,11573,11394,11594,1.02,1.00,1.02,ok,P3
Dev/i18n/ReactNative/rules/13-state-management.md,13100,13223,13244,13112,12481,1.01,1.00,0.95,ok,P3
Dev/i18n/ReactNative/rules/08-quality-tools.md,2176,2212,2268,2176,2225,1.04,1.00,1.02,ok,P3
Dev/i18n/ReactNative/rules/06-tooling.md,4423,4423,4581,4423,4547,1.04,1.00,1.03,ok,P3
Dev/i18n/ReactNative/FILES.md,2371,2466,2523,2488,2492,1.06,1.05,1.05,ok,P3
Dev/i18n/ReactNative/INSTALLATION.md,8280,8650,8799,8862,8658,1.06,1.07,1.05,ok,P3
Dev/i18n/VueJS/agents/vuejs-reviewer.md,18769,19974,19809,19980,19352,1.06,1.06,1.03,ok,P3
Dev/i18n/VueJS/commands/check-compliance.md,8361,4736,4725,4738,4721,0.57,0.57,0.56,size_gap,P3
Dev/i18n/CSharp/agents/csharp-reviewer.md,14802,15756,15672,15748,15280,1.06,1.06,1.03,ok,P3
Dev/i18n/CSharp/commands/check-compliance.md,8453,6793,6782,6795,6778,0.80,0.80,0.80,ok,P3
Dev/i18n/Paperclip/README.md,3300,3635,3601,3483,3623,1.09,1.06,1.10,ok,P2
Dev/i18n/Paperclip/agents/paperclip-reviewer.md,5708,6527,6355,6041,5903,1.11,1.06,1.03,ok,P3
Dev/i18n/Paperclip/skills/paperclip-onboarding/SKILL.md,1165,1293,1241,1331,1184,1.07,1.14,1.02,ok,P3
Dev/i18n/Paperclip/skills/security-paperclip/SKILL.md,711,823,788,777,746,1.11,1.09,1.05,ok,P3
Dev/i18n/Paperclip/skills/coding-standards-ts/SKILL.md,476,519,526,518,485,1.11,1.09,1.02,ok,P3
Dev/i18n/Paperclip/skills/testing-paperclip/SKILL.md,661,750,728,709,676,1.10,1.07,1.02,ok,P3
Dev/i18n/Paperclip/skills/adapter-development/SKILL.md,634,729,696,708,650,1.10,1.12,1.03,ok,P3
Dev/i18n/Paperclip/skills/architecture-paperclip/SKILL.md,439,541,496,494,451,1.13,1.13,1.03,ok,P3
Dev/i18n/Paperclip/commands/check-testing.md,2373,2768,2660,2598,2679,1.12,1.09,1.13,ok,P3
Dev/i18n/Paperclip/commands/check-code-quality.md,2190,2538,2435,2409,2398,1.11,1.10,1.09,ok,P3
Dev/i18n/Paperclip/commands/generate-adapter.md,5361,5860,5701,5659,5490,1.06,1.06,1.02,ok,P3
Dev/i18n/Paperclip/commands/check-architecture.md,3193,3652,3473,3329,3448,1.09,1.04,1.08,ok,P3
Dev/i18n/Paperclip/commands/setup-company.md,4752,5401,5128,5249,4891,1.08,1.10,1.03,ok,P3
Dev/i18n/Paperclip/commands/check-security.md,3435,4109,3848,3734,3856,1.12,1.09,1.12,ok,P3
Dev/i18n/Paperclip/commands/generate-agent-config.md,3363,3707,3598,3645,3427,1.07,1.08,1.02,ok,P3
Dev/i18n/Paperclip/commands/check-compliance.md,4803,5412,5299,5186,5279,1.10,1.08,1.10,ok,P3
Dev/i18n/Paperclip/checklists/new-adapter.md,4028,4579,4372,4312,4163,1.09,1.07,1.03,ok,P3
Dev/i18n/Paperclip/checklists/pre-commit.md,2681,3088,2948,2948,2778,1.10,1.10,1.04,ok,P3
Dev/i18n/Paperclip/checklists/new-feature.md,3963,4693,4517,4344,4080,1.14,1.10,1.03,ok,P3
Dev/i18n/Paperclip/rules/03-coding-standards.md,6148,6930,6701,6614,6766,1.09,1.08,1.10,ok,P3
Dev/i18n/Paperclip/rules/02-architecture-paperclip.md,6269,7015,6606,6619,6629,1.05,1.06,1.06,ok,P3
Dev/i18n/Paperclip/rules/11-security-paperclip.md,6857,7883,7722,7426,7171,1.13,1.08,1.05,ok,P3
Dev/i18n/Paperclip/rules/08-quality-tools.md,3614,3920,3924,3871,3750,1.09,1.07,1.04,ok,P3
Dev/i18n/Paperclip/rules/06-tooling.md,5180,5479,5416,5430,5255,1.05,1.05,1.01,ok,P3
Dev/i18n/Paperclip/rules/12-adapter-protocol.md,9463,10683,10353,10050,9676,1.09,1.06,1.02,ok,P3
Dev/i18n/Paperclip/rules/07-testing-paperclip.md,5855,6364,6240,6225,6064,1.07,1.06,1.04,ok,P3
Dev/i18n/Angular/agents/angular-reviewer.md,15959,17229,17099,17211,16560,1.07,1.08,1.04,ok,P3
Dev/i18n/Angular/commands/check-compliance.md,8326,5977,5966,5979,5962,0.72,0.72,0.72,size_gap,P3
Dev/i18n/Team/commands/delivery.md,21941,24674,22193,23913,23029,1.01,1.09,1.05,ok,P3
Dev/i18n/Team/commands/audit.md,14186,15732,15487,15320,15170,1.09,1.08,1.07,ok,P3
Dev/i18n/Team/commands/sprint.md,12149,12956,13525,13473,12948,1.11,1.11,1.07,ok,P3
Dev/i18n/Team/commands/security.md,14808,16929,16570,16145,16055,1.12,1.09,1.08,ok,P3
Dev/i18n/Flutter/README.md,7183,7415,7532,7384,7399,1.05,1.03,1.03,ok,P2
Dev/i18n/Flutter/SUMMARY.md,8815,9515,9667,9415,9510,1.10,1.07,1.08,ok,P3
Dev/i18n/Flutter/agents/flutter-reviewer.md,18299,19339,19337,19250,18795,1.06,1.05,1.03,ok,P3
Dev/i18n/Flutter/skills/tooling/SKILL.md,255,257,265,255,271,1.04,1.00,1.06,ok,P3
Dev/i18n/Flutter/skills/coding-standards/SKILL.md,273,273,297,273,291,1.09,1.00,1.07,ok,P3
Dev/i18n/Flutter/skills/state-management/SKILL.md,207,255,207,207,269,1.00,1.00,1.30,ok,P3
Dev/i18n/Flutter/skills/performance/SKILL.md,249,249,249,249,249,1.00,1.00,1.00,ok,P3
Dev/i18n/Flutter/skills/security-flutter/SKILL.md,269,273,271,269,273,1.01,1.00,1.01,ok,P3
Dev/i18n/Flutter/skills/quality-tools/SKILL.md,247,257,267,247,269,1.08,1.00,1.09,ok,P3
Dev/i18n/Flutter/skills/testing-flutter/SKILL.md,240,316,240,240,248,1.00,1.00,1.03,ok,P3
Dev/i18n/Flutter/skills/architecture/SKILL.md,339,339,347,337,345,1.02,0.99,1.02,ok,P3
Dev/i18n/Flutter/commands/check-testing.md,4609,4628,4577,4630,1435,0.99,1.00,0.31,size_gap,P3
Dev/i18n/Flutter/commands/generate-widget.md,14522,14538,14544,14578,1517,1.00,1.00,0.10,size_gap,P3
Dev/i18n/Flutter/commands/check-code-quality.md,4218,4237,4211,4234,1230,1.00,1.00,0.29,size_gap,P3
Dev/i18n/Flutter/commands/generate-feature.md,16198,16214,16220,16254,1653,1.00,1.00,0.10,size_gap,P3
Dev/i18n/Flutter/commands/analyze-performance.md,10417,10451,10425,10484,1543,1.00,1.01,0.15,size_gap,P3
Dev/i18n/Flutter/commands/check-architecture.md,3439,3458,3430,3414,1445,1.00,0.99,0.42,size_gap,P3
Dev/i18n/Flutter/commands/check-security.md,5902,5921,5842,5923,1504,0.99,1.00,0.25,size_gap,P3
Dev/i18n/Flutter/commands/golden-update.md,9999,10015,10029,10055,1740,1.00,1.01,0.17,size_gap,P3
Dev/i18n/Flutter/commands/localization-check.md,9897,9916,9906,9918,1564,1.00,1.00,0.16,size_gap,P3
Dev/i18n/Flutter/commands/check-compliance.md,8392,11496,11496,11498,1110,1.37,1.37,0.13,size_gap,P3
Dev/i18n/Flutter/STRUCTURE.md,8304,8668,8999,8631,8748,1.08,1.04,1.05,ok,P3
Dev/i18n/Flutter/templates/repository.md,3292,3292,3291,3292,3298,1.00,1.00,1.00,ok,P3
Dev/i18n/Flutter/templates/test-widget.md,1630,1630,1637,1630,1637,1.00,1.00,1.00,ok,P3
Dev/i18n/Flutter/templates/widget.md,2191,2197,2196,2191,2199,1.00,1.00,1.00,ok,P3
Dev/i18n/Flutter/templates/bloc.md,1989,1989,1992,1989,1994,1.00,1.00,1.00,ok,P3
Dev/i18n/Flutter/templates/test-unit.md,2000,2000,2018,2000,2009,1.01,1.00,1.00,ok,P3
Dev/i18n/Flutter/checklists/refactoring.md,609,677,697,700,674,1.14,1.15,1.11,ok,P3
Dev/i18n/Flutter/checklists/pre-commit.md,1149,1260,1279,1279,1289,1.11,1.11,1.12,ok,P3
Dev/i18n/Flutter/checklists/security.md,918,992,1032,1011,1010,1.12,1.10,1.10,ok,P3
Dev/i18n/Flutter/checklists/new-feature.md,1087,1139,1217,1198,1214,1.12,1.10,1.12,ok,P3
Dev/i18n/Flutter/INDEX.md,8528,9139,9559,8939,9187,1.12,1.05,1.08,ok,P3
Dev/i18n/Flutter/rules/02-architecture.md,14985,53405,15405,15328,15339,1.03,1.02,1.02,ok,P3
Dev/i18n/Flutter/rules/03-coding-standards.md,4604,23777,4791,4644,4741,1.04,1.01,1.03,ok,P3
Dev/i18n/Flutter/rules/12-performance.md,4208,4311,4211,4208,4345,1.00,1.00,1.03,ok,P3
Dev/i18n/Flutter/rules/07-testing-flutter.md,18532,19049,18559,18532,18131,1.00,1.00,0.98,ok,P3
Dev/i18n/Flutter/rules/13-state-management.md,8451,8999,8459,8451,7852,1.00,1.00,0.93,ok,P3
Dev/i18n/Flutter/rules/08-quality-tools.md,4377,4499,4387,4377,4539,1.00,1.00,1.04,ok,P3
Dev/i18n/Flutter/rules/06-tooling.md,9916,10335,9923,9916,10238,1.00,1.00,1.03,ok,P3
Dev/i18n/Flutter/rules/11-security-flutter.md,4815,4989,4827,4815,4967,1.00,1.00,1.03,ok,P3
Dev/i18n/Symfony/agents/symfony-reviewer.md,15776,17089,16896,16901,16292,1.07,1.07,1.03,ok,P3
Dev/i18n/Symfony/skills/coding-standards/SKILL.md,249,249,259,243,249,1.04,0.98,1.00,ok,P3
Dev/i18n/Symfony/skills/domain-events/SKILL.md,250,250,246,246,250,0.98,0.98,1.00,ok,P3
Dev/i18n/Symfony/skills/value-objects/SKILL.md,250,250,246,246,250,0.98,0.98,1.00,ok,P3
Dev/i18n/Symfony/skills/performance/SKILL.md,297,297,299,295,297,1.01,0.99,1.00,ok,P3
Dev/i18n/Symfony/skills/ddd-patterns/SKILL.md,256,256,256,256,256,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/skills/architecture-clean-ddd/SKILL.md,349,349,349,349,349,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/skills/quality-tools/SKILL.md,275,275,285,277,275,1.04,1.01,1.00,ok,P3
Dev/i18n/Symfony/skills/cqrs/SKILL.md,300,300,296,296,300,0.99,0.99,1.00,ok,P3
Dev/i18n/Symfony/skills/async/SKILL.md,269,269,263,263,269,0.98,0.98,1.00,ok,P3
Dev/i18n/Symfony/skills/security-symfony/SKILL.md,305,305,303,307,305,0.99,1.01,1.00,ok,P3
Dev/i18n/Symfony/skills/aggregates/SKILL.md,276,276,270,274,276,0.98,0.99,1.00,ok,P3
Dev/i18n/Symfony/skills/i18n/SKILL.md,268,268,266,266,268,0.99,0.99,1.00,ok,P3
Dev/i18n/Symfony/skills/multitenant/SKILL.md,293,293,289,291,293,0.99,0.99,1.00,ok,P3
Dev/i18n/Symfony/commands/migration-plan.md,13471,13498,6159,13415,13475,0.46,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/commands/api-endpoint.md,14087,14114,14117,14153,14117,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/commands/check-testing.md,14147,14179,7762,13740,14151,0.55,0.97,1.00,size_gap,P3
Dev/i18n/Symfony/commands/check-code-quality.md,10912,10943,10956,10612,10916,1.00,0.97,1.00,ok,P3
Dev/i18n/Symfony/commands/generate-crud.md,12751,12779,4390,12851,12781,0.34,1.01,1.00,size_gap,P3
Dev/i18n/Symfony/commands/optimize-doctrine.md,9297,9325,2540,9332,9301,0.27,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/commands/check-architecture.md,7995,8028,7974,7728,7999,1.00,0.97,1.00,ok,P3
Dev/i18n/Symfony/commands/check-security.md,19579,19639,5235,19383,19583,0.27,0.99,1.00,size_gap,P3
Dev/i18n/Symfony/commands/generate-command.md,9976,10000,9977,10006,10006,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/commands/check-compliance.md,8394,5931,5968,5736,5898,0.71,0.68,0.70,size_gap,P3
Dev/i18n/Symfony/templates/README.md,9938,9945,9974,9852,9938,1.00,0.99,1.00,ok,P2
Dev/i18n/Symfony/templates/template.md,5768,5774,5466,5768,5768,0.95,1.00,1.00,ok,P3
Dev/i18n/Symfony/templates/domain-event.md,17725,17726,2379,17725,17725,0.13,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/templates/service.md,15368,15370,3060,15368,15368,0.20,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/templates/aggregate-root.md,22822,22824,5851,20119,22822,0.26,0.88,1.00,size_gap,P3
Dev/i18n/Symfony/templates/clean-architecture-structure.md,24963,24978,8041,24963,24963,0.32,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/templates/test-integration.md,21536,21542,3486,21536,21536,0.16,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/templates/test-unit.md,20021,20023,3810,20021,20021,0.19,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/templates/analysis.md,7554,7572,7558,9970,7554,1.00,1.32,1.00,ok,P3
Dev/i18n/Symfony/templates/test-behat.md,20182,20184,4260,20182,20182,0.21,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/templates/value-object.md,11534,11542,2876,11534,11534,0.25,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/checklists/README.md,9977,10644,10709,10647,9977,1.07,1.07,1.00,ok,P2
Dev/i18n/Symfony/checklists/refactoring.md,21836,21842,21893,22013,21836,1.00,1.01,1.00,ok,P3
Dev/i18n/Symfony/checklists/pre-commit.md,11430,11454,11391,11558,11430,1.00,1.01,1.00,ok,P3
Dev/i18n/Symfony/checklists/security-rgpd.md,23880,23891,23695,23874,23880,0.99,1.00,1.00,ok,P3
Dev/i18n/Symfony/checklists/new-feature.md,17626,17654,17551,17874,17626,1.00,1.01,1.00,ok,P3
Dev/i18n/Symfony/rules/03-coding-standards.md,9303,9302,9333,9374,9303,1.00,1.01,1.00,ok,P3
Dev/i18n/Symfony/rules/07-testing-symfony.md,30481,30489,10821,12693,30481,0.36,0.42,1.00,size_gap,P3
Dev/i18n/Symfony/rules/02-architecture-clean-ddd.md,29777,29787,11529,25157,29777,0.39,0.84,1.00,size_gap,P3
Dev/i18n/Symfony/rules/12-performance.md,22406,22423,22384,22408,22406,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/rules/11-security-symfony.md,28549,28554,28673,9915,28549,1.00,0.35,1.00,size_gap,P3
Dev/i18n/Symfony/rules/13-ddd-patterns.md,28899,28906,28880,28870,28899,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/rules/20-domain-events.md,2861,2861,2822,2837,2861,0.99,0.99,1.00,ok,P3
Dev/i18n/Symfony/rules/14-multitenant.md,10714,10717,10735,10697,10714,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/rules/21-cqrs.md,10549,10548,10520,10454,10549,1.00,0.99,1.00,ok,P3
Dev/i18n/Symfony/rules/08-quality-tools.md,21107,21158,21201,21108,21107,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/rules/06-docker-hadolint.md,17944,17956,5980,17994,17944,0.33,1.00,1.00,size_gap,P3
Dev/i18n/Symfony/rules/16-i18n.md,4221,4221,4264,4296,4221,1.01,1.02,1.00,ok,P3
Dev/i18n/Symfony/rules/15-doctrine-extensions.md,21646,21647,21676,21808,21646,1.00,1.01,1.00,ok,P3
Dev/i18n/Symfony/rules/18-value-objects.md,12117,12117,12108,12112,12117,1.00,1.00,1.00,ok,P3
Dev/i18n/Symfony/rules/17-async.md,4628,4628,4599,4625,4628,0.99,1.00,1.00,ok,P3
Dev/i18n/Symfony/rules/19-aggregates.md,3407,3407,3363,3379,3407,0.99,0.99,1.00,ok,P3
Dev/i18n/Symfony/adr/README.md,7824,9945,8383,8656,8349,1.07,1.11,1.07,ok,P2
Dev/i18n/Symfony/adr/template.md,5224,5774,5649,5629,5588,1.08,1.08,1.07,ok,P3
Dev/i18n/Python/README.md,8082,8549,8860,8446,8662,1.10,1.05,1.07,ok,P2
Dev/i18n/Python/SUMMARY.md,9616,10223,10377,10139,10324,1.08,1.05,1.07,ok,P3
Dev/i18n/Python/agents/python-reviewer.md,16884,18037,17890,17954,17388,1.06,1.06,1.03,ok,P3
Dev/i18n/Python/skills/tooling/SKILL.md,215,245,227,217,225,1.06,1.01,1.05,ok,P3
Dev/i18n/Python/skills/coding-standards/SKILL.md,265,263,291,273,285,1.10,1.03,1.08,ok,P3
Dev/i18n/Python/skills/testing-python/SKILL.md,270,290,272,272,270,1.01,1.01,1.00,ok,P3
Dev/i18n/Python/skills/architecture/SKILL.md,327,329,327,325,325,1.00,0.99,0.99,ok,P3
Dev/i18n/Python/commands/dependency-audit.md,6790,11857,7078,2117,7076,1.04,0.31,1.04,size_gap,P3
Dev/i18n/Python/commands/check-testing.md,5058,5811,5681,2293,5565,1.12,0.45,1.10,size_gap,P3
Dev/i18n/Python/commands/type-coverage.md,4667,15418,4833,2034,4839,1.04,0.44,1.04,size_gap,P3
Dev/i18n/Python/commands/check-code-quality.md,4946,5711,5529,5413,5513,1.12,1.09,1.11,ok,P3
Dev/i18n/Python/commands/generate-endpoint.md,2514,15728,2619,2211,2620,1.04,0.88,1.04,ok,P3
Dev/i18n/Python/commands/check-architecture.md,4069,4655,4470,4461,4441,1.10,1.10,1.09,ok,P3
Dev/i18n/Python/commands/check-security.md,5956,7057,6580,2800,6514,1.10,0.47,1.09,size_gap,P3
Dev/i18n/Python/commands/async-check.md,2016,16772,2277,2322,2244,1.13,1.15,1.11,ok,P3
Dev/i18n/Python/commands/generate-model.md,2714,11180,2809,1666,2796,1.04,0.61,1.03,size_gap,P3
Dev/i18n/Python/commands/check-compliance.md,8479,12790,7224,3211,9185,0.85,0.38,1.08,size_gap,P3
Dev/i18n/Python/templates/repository.md,2849,14505,3019,3010,2969,1.06,1.06,1.04,ok,P3
Dev/i18n/Python/templates/service.md,3122,10163,3326,3308,3323,1.07,1.06,1.06,ok,P3
Dev/i18n/Python/checklists/pre-commit.md,6923,7484,7622,7577,7567,1.10,1.09,1.09,ok,P3
Dev/i18n/Python/checklists/new-feature.md,8662,9249,9653,3589,9595,1.11,0.41,1.11,size_gap,P3
Dev/i18n/Python/rules/02-architecture.md,18019,43736,18511,18398,18395,1.03,1.02,1.02,ok,P3
Dev/i18n/Python/rules/03-coding-standards.md,12911,20109,13808,13606,13602,1.07,1.05,1.05,ok,P3
Dev/i18n/Python/rules/07-testing-python.md,9740,21493,10262,10068,10154,1.05,1.03,1.04,ok,P3
Dev/i18n/Python/rules/11-security-python.md,15789,16943,16534,16542,16383,1.05,1.05,1.04,ok,P3
Dev/i18n/Python/rules/08-quality-tools.md,10380,10972,10894,10765,10824,1.05,1.04,1.04,ok,P3
Dev/i18n/Python/rules/06-tooling.md,5792,15926,6147,6076,6123,1.06,1.05,1.06,ok,P3
Dev/i18n/Workflow/commands/plan.md,11400,12034,11914,11724,9645,1.05,1.03,0.85,ok,P3
Dev/i18n/Workflow/commands/review.md,9010,11843,2039,11247,11783,0.23,1.25,1.31,size_gap,P3
Dev/i18n/Workflow/commands/status.md,21058,21278,21188,21159,16856,1.01,1.00,0.80,ok,P3
Dev/i18n/Workflow/commands/start.md,9048,12114,2565,11954,12171,0.28,1.32,1.35,size_gap,P3
Dev/i18n/Workflow/commands/init.md,13695,14667,14255,13965,10899,1.04,1.02,0.80,ok,P3
Dev/i18n/Workflow/commands/analyze.md,12372,12811,12761,12700,9560,1.03,1.03,0.77,size_gap,P3
Dev/i18n/Workflow/commands/retro.md,14077,14523,2363,11858,14403,0.17,0.84,1.02,size_gap,P3
Dev/i18n/Workflow/commands/implement.md,15646,16192,15904,15859,12372,1.02,1.01,0.79,size_gap,P3
Dev/i18n/Workflow/commands/design.md,17496,18282,17882,17790,13901,1.02,1.02,0.79,size_gap,P3
Dev/i18n/Laravel/agents/laravel-reviewer.md,20675,21851,21508,21658,21023,1.04,1.05,1.02,ok,P3
Dev/i18n/Laravel/commands/check-compliance.md,8440,3948,3937,3950,3933,0.47,0.47,0.47,size_gap,P3
Dev/i18n/UIUX/commands/a11y-component.md,13402,13716,5893,5927,5867,0.44,0.44,0.44,size_gap,P3
Dev/i18n/UIUX/commands/audit.md,6643,6871,6978,6912,6960,1.05,1.04,1.05,ok,P3
Dev/i18n/UIUX/commands/a11y-audit.md,11927,12233,4216,4176,4216,0.35,0.35,0.35,size_gap,P3
Dev/i18n/UIUX/commands/user-flow.md,9178,9743,4313,4241,4302,0.47,0.46,0.47,size_gap,P3
Dev/i18n/UIUX/commands/orchestrator.md,4395,4502,4500,4559,4537,1.02,1.04,1.03,ok,P3
Dev/i18n/UIUX/commands/component-spec.md,8330,8730,8742,8754,8732,1.05,1.05,1.05,ok,P3
Dev/i18n/UIUX/commands/design-tokens.md,11082,11174,4687,4812,4685,0.42,0.43,0.42,size_gap,P3
Dev/i18n/QA/commands/fix.md,10593,11375,11335,11416,11153,1.07,1.08,1.05,ok,P3
Dev/i18n/QA/commands/regression.md,7515,8069,7999,7747,7965,1.06,1.03,1.06,ok,P3
Dev/i18n/QA/commands/report.md,7837,7110,6947,6890,6905,0.89,0.88,0.88,ok,P3
Dev/i18n/QA/commands/tdd.md,11601,12277,12578,12250,12348,1.08,1.06,1.06,ok,P3
Dev/i18n/QA/commands/status.md,7242,7652,7542,7520,7482,1.04,1.04,1.03,ok,P3
Dev/i18n/QA/commands/recette.md,8521,9065,8973,8918,8842,1.05,1.05,1.04,ok,P3
Dev/i18n/Common/agents/ralph-conductor.md,8993,3249,1925,2052,2021,0.21,0.23,0.22,size_gap,P3
Dev/i18n/Common/agents/performance-auditor.md,8387,8577,8792,6971,8699,1.05,0.83,1.04,ok,P3
Dev/i18n/Common/agents/refactoring-specialist.md,8705,9114,9127,6355,9147,1.05,0.73,1.05,size_gap,P3
Dev/i18n/Common/agents/tdd-coach.md,6128,6683,6556,6611,6557,1.07,1.08,1.07,ok,P3
Dev/i18n/Common/agents/research-assistant.md,5884,6442,8918,5496,6297,1.52,0.93,1.07,ok,P3
Dev/i18n/Common/agents/uiux-orchestrator.md,4442,4658,3737,3705,3813,0.84,0.83,0.86,ok,P3
Dev/i18n/Common/agents/ui-designer.md,5349,5519,5562,5607,5561,1.04,1.05,1.04,ok,P3
Dev/i18n/Common/agents/api-designer.md,8116,8394,8519,8441,8494,1.05,1.04,1.05,ok,P3
Dev/i18n/Common/agents/devops-engineer.md,5014,5262,5363,5234,5281,1.07,1.04,1.05,ok,P3
Dev/i18n/Common/agents/database-architect.md,6726,7055,7232,6967,7154,1.08,1.04,1.06,ok,P3
Dev/i18n/Common/agents/ux-ergonome.md,5797,6322,6365,6174,6383,1.10,1.07,1.10,ok,P3
Dev/i18n/Common/agents/accessibility-expert.md,6413,6601,6804,6726,6795,1.06,1.05,1.06,ok,P3
Dev/i18n/Common/hooks/scripts/pre-compact.sh,1933,2108,1930,1930,1930,1.00,1.00,1.00,ok,P3
Dev/i18n/Common/hooks/scripts/post-tool-failure.sh,3295,3526,3295,3295,3295,1.00,1.00,1.00,ok,P3
Dev/i18n/Common/hooks/scripts/session-end.sh,3294,3360,3294,3294,3294,1.00,1.00,1.00,ok,P3
Dev/i18n/Common/hooks/HOOKS-QUICKSTART.md,1721,1851,1721,1721,1721,1.00,1.00,1.00,ok,P3
Dev/i18n/Common/commands/setup-rtk.md,2692,2730,2411,2469,2375,0.90,0.92,0.88,ok,P3
Dev/i18n/Common/commands/release-checklist.md,7869,8254,8275,8241,8360,1.05,1.05,1.06,ok,P3
